epoch,accuracy,loss,val_accuracy,val_loss
0,0.28706198930740356,31.299222946166992,0.25806450843811035,732.5562744140625
1,0.3396226465702057,7.378328323364258,0.30645161867141724,291.9393005371094
2,0.44474393129348755,3.677856206893921,0.1827957034111023,234.17845153808594
3,0.47708895802497864,3.3392446041107178,0.1827957034111023,139.52638244628906
4,0.5633423328399658,2.086374044418335,0.1827957034111023,100.88459014892578
5,0.5876010656356812,2.2327842712402344,0.1827957034111023,102.05889129638672
6,0.6239892244338989,1.8389160633087158,0.1827957034111023,47.40327453613281
7,0.6752021312713623,1.4425734281539917,0.1827957034111023,31.816160202026367
8,0.6698113083839417,1.6139756441116333,0.30645161867141724,20.401456832885742
9,0.698113203048706,1.443928599357605,0.23655913770198822,12.113430976867676
10,0.7061994671821594,1.803291916847229,0.1827957034111023,33.47922134399414
11,0.684636116027832,1.5976359844207764,0.1827957034111023,23.840059280395508
12,0.7735849022865295,1.0963770151138306,0.1827957034111023,21.272836685180664
13,0.7843665480613708,0.8561041951179504,0.1827957034111023,12.601716041564941
14,0.7749326229095459,1.0688937902450562,0.3655914068222046,7.573929309844971
15,0.7493261694908142,1.1637616157531738,0.18817204236984253,6.807585716247559
16,0.7964959740638733,0.8933759331703186,0.30645161867141724,6.712735652923584
17,0.8477088809013367,0.6301367282867432,0.5053763389587402,4.691536903381348
18,0.8113207817077637,0.8925244212150574,0.5,2.3363189697265625
19,0.8436657786369324,0.6379192471504211,0.25806450843811035,17.56313705444336
20,0.8382749557495117,0.6810092329978943,0.5107526779174805,5.946033954620361
21,0.8450134992599487,0.6683799624443054,0.4301075339317322,8.416789054870605
22,0.842318058013916,0.6656681895256042,0.20430107414722443,8.14796257019043
23,0.8194069862365723,0.7619272470474243,0.19354838132858276,12.322481155395508
24,0.8611859679222107,0.5443913340568542,0.2849462330341339,9.025093078613281
25,0.8679245114326477,0.5140196084976196,0.40860214829444885,8.969940185546875
26,0.9043126702308655,0.37698453664779663,0.5376344323158264,3.1953535079956055
27,0.9083557724952698,0.3210119307041168,0.2150537669658661,13.755925178527832
28,0.8840970396995544,0.5333309769630432,0.4301075339317322,4.831323146820068
29,0.8746630549430847,0.5018854141235352,0.7688171863555908,1.3081797361373901
30,0.9056603908538818,0.4522709250450134,0.4354838728904724,5.324101448059082
31,0.9299191236495972,0.23196004331111908,0.4462365508079529,6.402256011962891
32,0.8975741267204285,0.3445255160331726,0.32258063554763794,8.931459426879883
33,0.9312668442726135,0.2699127495288849,0.4032258093357086,7.857532978057861
34,0.8908355832099915,0.4392993748188019,0.7956989407539368,1.4946908950805664
35,0.9056603908538818,0.38608208298683167,0.6344085931777954,3.301292896270752
36,0.9056603908538818,0.3644796907901764,0.698924720287323,1.6920199394226074
37,0.9326145648956299,0.2574729919433594,0.8709677457809448,0.4861035943031311
38,0.9339622855186462,0.2463381141424179,0.7473118305206299,1.4188131093978882
39,0.9541779160499573,0.12774941325187683,0.8279569745063782,1.2077969312667847
40,0.9447439312934875,0.18784673511981964,0.9623655676841736,0.13841082155704498
41,0.9716981053352356,0.07278949022293091,0.9408602118492126,0.25721943378448486
42,0.9231805801391602,0.30856049060821533,0.39247313141822815,8.401668548583984
43,0.9312668442726135,0.23558199405670166,0.7526881694793701,1.8002511262893677
44,0.9582210183143616,0.14527785778045654,0.698924720287323,1.9161757230758667
45,0.9164420366287231,0.2875830829143524,0.8870967626571655,0.7075556516647339
46,0.9380053877830505,0.1828901618719101,0.5107526779174805,4.566720485687256
47,0.9097034931182861,0.2956732511520386,0.9462365508079529,0.27483850717544556
48,0.9514824748039246,0.14440083503723145,0.9086021780967712,0.46331506967544556
49,0.9528301954269409,0.1510780155658722,0.9569892287254333,0.14704567193984985
0,0.7668463587760925,2.3667685985565186,0.40860214829444885,18.35926628112793
1,0.8409703373908997,1.2521331310272217,0.8548387289047241,1.1973384618759155
2,0.8894878625869751,0.582145094871521,0.7473118305206299,11.12639045715332
3,0.9150943160057068,0.5282146334648132,0.7419354915618896,4.672414302825928
4,0.8773584961891174,0.6464986801147461,0.33870968222618103,15.400187492370605
5,0.8908355832099915,0.6003376841545105,0.3655914068222046,9.563067436218262
6,0.9016172289848328,0.5276910662651062,0.6397849321365356,4.46021842956543
7,0.9191374778747559,0.486283540725708,0.7096773982048035,2.844967842102051
8,0.8935310244560242,0.5764625072479248,0.7043010592460632,4.51716423034668
9,0.9056603908538818,0.42118313908576965,0.7096773982048035,4.242094993591309
10,0.8773584961891174,0.6931114792823792,0.2634408473968506,44.020748138427734
11,0.8692722320556641,0.7960447072982788,0.6182795763015747,5.847858905792236
12,0.8652291297912598,0.6987480521202087,0.1827957034111023,47.96131134033203
13,0.9110512137413025,0.40095943212509155,0.20967741310596466,27.79119873046875
14,0.9083557724952698,0.35783815383911133,0.27419355511665344,19.336894989013672
15,0.9177897572517395,0.40350329875946045,0.8602150678634644,0.7422102093696594
16,0.9272237420082092,0.2875007390975952,0.9408602118492126,0.2955296039581299
17,0.9407008290290833,0.22852489352226257,0.8118279576301575,1.4346784353256226
